CensusTract,State,County,POP2010
05113950200,AR,Polk,5861
05113950300,AR,Polk,2721
05113950400,AR,Polk,3234
05113950500,AR,Polk,2078
05113950600,AR,Polk,2432
05115950700,AR,Pope,3871
05115950800,AR,Pope,4330
05115950900,AR,Pope,6656
05115951000,AR,Pope,4359
05115951100,AR,Pope,4045
05115951200,AR,Pope,8437
05115951300,AR,Pope,7700
05115951400,AR,Pope,4903
05115951501,AR,Pope,3586
05115951502,AR,Pope,6701
05115951600,AR,Pope,7166
05117460100,AR,Prairie,3763
05117460200,AR,Prairie,2681
05117460300,AR,Prairie,2271
05119000200,AR,Pulaski,864
05119000500,AR,Pulaski,2310
05119001100,AR,Pulaski,2364
05119001200,AR,Pulaski,2509
05119001300,AR,Pulaski,2340
05119001501,AR,Pulaski,3949
05119001502,AR,Pulaski,3702
05119001600,AR,Pulaski,5537
05119001800,AR,Pulaski,4359
05119001900,AR,Pulaski,3874
05119002001,AR,Pulaski,5425
05119002002,AR,Pulaski,5287
05119002102,AR,Pulaski,4633
05119002103,AR,Pulaski,3265
05119002104,AR,Pulaski,4550
05119002203,AR,Pulaski,5527
05119002204,AR,Pulaski,7413
05119002206,AR,Pulaski,3611
05119002208,AR,Pulaski,2112
05119002209,AR,Pulaski,3379
05119002403,AR,Pulaski,4141
05119002405,AR,Pulaski,4534
05119002406,AR,Pulaski,3096
05119002407,AR,Pulaski,1823
05119002408,AR,Pulaski,7133
05119002500,AR,Pulaski,1343
05119002600,AR,Pulaski,1342
05119002700,AR,Pulaski,6623
05119002800,AR,Pulaski,2356
05119002900,AR,Pulaski,1408
05119003001,AR,Pulaski,3118
05119003002,AR,Pulaski,3448
05119003100,AR,Pulaski,693
05119003202,AR,Pulaski,7102
05119003205,AR,Pulaski,2
05119003207,AR,Pulaski,1932
05119003208,AR,Pulaski,4830
05119003303,AR,Pulaski,4487
05119003304,AR,Pulaski,6012
05119003305,AR,Pulaski,4086
05119003306,AR,Pulaski,3087
05119003402,AR,Pulaski,5930
05119003403,AR,Pulaski,2709
05119003404,AR,Pulaski,5014
05119003500,AR,Pulaski,2913
05119003604,AR,Pulaski,6386
05119003605,AR,Pulaski,5470
05119003606,AR,Pulaski,2907
05119003607,AR,Pulaski,5004
05119003608,AR,Pulaski,4732
05119003609,AR,Pulaski,4068
05119003703,AR,Pulaski,6743
05119003704,AR,Pulaski,3747
05119003706,AR,Pulaski,1138
05119003707,AR,Pulaski,4269
05119003710,AR,Pulaski,2967
05119003711,AR,Pulaski,4889
05119003712,AR,Pulaski,4070
05119003713,AR,Pulaski,3767
05119003800,AR,Pulaski,3885
05119003900,AR,Pulaski,3371
05119004001,AR,Pulaski,2671
05119004004,AR,Pulaski,3743
05119004005,AR,Pulaski,3388
05119004006,AR,Pulaski,3672
05119004007,AR,Pulaski,2779
05119004103,AR,Pulaski,3901
05119004104,AR,Pulaski,1653
05119004105,AR,Pulaski,5837
05119004106,AR,Pulaski,5876
05119004107,AR,Pulaski,3552
05119004108,AR,Pulaski,5608
05119004201,AR,Pulaski,2552
05119004202,AR,Pulaski,3709
05119004205,AR,Pulaski,3742
05119004207,AR,Pulaski,7238
05119004212,AR,Pulaski,5561
05119004213,AR,Pulaski,3694
05119004214,AR,Pulaski,2891
05119004215,AR,Pulaski,5282
05119004216,AR,Pulaski,6534
05119004218,AR,Pulaski,2694
05119004219,AR,Pulaski,5415
05119004220,AR,Pulaski,6364
05119004221,AR,Pulaski,4139
05119004302,AR,Pulaski,4888
05119004303,AR,Pulaski,9430
05119004305,AR,Pulaski,7402
05119004306,AR,Pulaski,5196
05119004400,AR,Pulaski,1606
05119004500,AR,Pulaski,2340
05119004600,AR,Pulaski,2800
05119004700,AR,Pulaski,3483
05119004800,AR,Pulaski,3243
05119004900,AR,Pulaski,6280
05121960100,AR,Randolph,4306
05121960200,AR,Randolph,6230
05121960301,AR,Randolph,3800
05121960302,AR,Randolph,3633
05123960100,AR,St. Francis,3136
05123960200,AR,St. Francis,6372
05123960300,AR,St. Francis,2700
05123960400,AR,St. Francis,4491
05123960500,AR,St. Francis,3209
05123960600,AR,St. Francis,8350
05125010101,AR,Saline,3884
05125010102,AR,Saline,8532
05125010103,AR,Saline,7830
05125010301,AR,Saline,3382
05125010302,AR,Saline,3066
05125010303,AR,Saline,3592
05125010404,AR,Saline,7104
05125010405,AR,Saline,4547
05125010406,AR,Saline,5546
05125010407,AR,Saline,4481
05125010408,AR,Saline,5805
05125010409,AR,Saline,2864
05125010503,AR,Saline,6633
05125010506,AR,Saline,6659
05125010507,AR,Saline,2951
05125010508,AR,Saline,4366
05125010509,AR,Saline,3225
05125010510,AR,Saline,8255
05125010511,AR,Saline,4985
05125010512,AR,Saline,2899
05125010600,AR,Saline,6512
05127950100,AR,Scott,4943
05127950200,AR,Scott,4271
05127950300,AR,Scott,2019
05129970100,AR,Searcy,2329
05129970200,AR,Searcy,3641
05129970300,AR,Searcy,2225
05131000100,AR,Sebastian,6424
05131000200,AR,Sebastian,5076
05131000300,AR,Sebastian,2640
05131000400,AR,Sebastian,3615
05131000501,AR,Sebastian,5196
05131000502,AR,Sebastian,3063
05131000600,AR,Sebastian,5060
05131000700,AR,Sebastian,6240
05131000800,AR,Sebastian,4091
05131001001,AR,Sebastian,4642
05131001002,AR,Sebastian,2017
05131001101,AR,Sebastian,4025
05131001102,AR,Sebastian,3058
05131001201,AR,Sebastian,3422
05131001202,AR,Sebastian,3254
05131001301,AR,Sebastian,2510
05131001302,AR,Sebastian,8700
05131001303,AR,Sebastian,6555
05131001304,AR,Sebastian,7309
05131001305,AR,Sebastian,4718
05131010101,AR,Sebastian,6118
05131010102,AR,Sebastian,6327
05131010201,AR,Sebastian,4863
05131010202,AR,Sebastian,3853
05131010301,AR,Sebastian,6086
05131010302,AR,Sebastian,6882
05133080100,AR,Sevier,3778
05133080200,AR,Sevier,4280
05133080300,AR,Sevier,6445
05133080400,AR,Sevier,2555
05135470100,AR,Sharp,1843
05135470200,AR,Sharp,5505
05135470300,AR,Sharp,3917
05135470400,AR,Sharp,5999
05137950100,AR,Stone,4003
05137950201,AR,Stone,1657
05137950202,AR,Stone,6734
05139950100,AR,Union,3529
05139950200,AR,Union,4238
05139950300,AR,Union,2472
05139950400,AR,Union,5764
05139950500,AR,Union,6256
05139950600,AR,Union,3762
05139950700,AR,Union,4838
05139950800,AR,Union,3485
05139950900,AR,Union,2605
05139951000,AR,Union,4690
05141460100,AR,Van Buren,3552
05141460200,AR,Van Buren,3876
05141460301,AR,Van Buren,1812
05141460302,AR,Van Buren,3894
05141460400,AR,Van Buren,4161
05143010101,AR,Washington,4002
05143010102,AR,Washington,7647
05143010104,AR,Washington,5803
05143010105,AR,Washington,8065
05143010106,AR,Washington,5451
05143010107,AR,Washington,5571
05143010200,AR,Washington,6832
05143010301,AR,Washington,9474
05143010302,AR,Washington,13557
05143010401,AR,Washington,5842
05143010402,AR,Washington,4496
05143010403,AR,Washington,7532
05143010501,AR,Washington,4769
05143010503,AR,Washington,7676
05143010504,AR,Washington,7102
05143010506,AR,Washington,9459
05143010507,AR,Washington,6370
05143010508,AR,Washington,6160
05143010509,AR,Washington,6795
05143010510,AR,Washington,4689
05143010600,AR,Washington,6485
05143010701,AR,Washington,6604
05143010702,AR,Washington,4870
05143011001,AR,Washington,7984
05143011002,AR,Washington,4666
05143011003,AR,Washington,4927
05143011004,AR,Washington,3803
05143011101,AR,Washington,6562
05143011102,AR,Washington,6460
05143011103,AR,Washington,4012
05143011200,AR,Washington,1868
05143011300,AR,Washington,7532
05145070100,AR,White,4565
05145070200,AR,White,5098
05145070300,AR,White,5287
05145070401,AR,White,5684
05145070402,AR,White,4157
05145070500,AR,White,6300
05145070600,AR,White,4199
05145070700,AR,White,4051
05145070800,AR,White,6364
05145070900,AR,White,8248
05145071000,AR,White,7016
05145071100,AR,White,6561
05145071200,AR,White,9546
05147490100,AR,Woodruff,4486
05147490200,AR,Woodruff,2774
05149952301,AR,Yell,3126
05149952302,AR,Yell,2941
05149952401,AR,Yell,3180
05149952402,AR,Yell,5515
05149952500,AR,Yell,4796
05149952600,AR,Yell,2627
06001400100,CA,Alameda,2937
06001400200,CA,Alameda,1974
06001400300,CA,Alameda,4865
06001400400,CA,Alameda,3703
06001400500,CA,Alameda,3517
06001400600,CA,Alameda,1571
06001400700,CA,Alameda,4206
06001400800,CA,Alameda,3594
06001400900,CA,Alameda,2302
06001401000,CA,Alameda,5678
06001401100,CA,Alameda,4156
06001401200,CA,Alameda,2416
06001401300,CA,Alameda,3528
06001401400,CA,Alameda,4314
06001401500,CA,Alameda,2630
06001401600,CA,Alameda,2163
06001401700,CA,Alameda,2667
06001401800,CA,Alameda,1703
06001402200,CA,Alameda,2385
06001402400,CA,Alameda,2351
06001402500,CA,Alameda,1784
06001402600,CA,Alameda,1151
06001402700,CA,Alameda,1569
06001402800,CA,Alameda,3345
06001402900,CA,Alameda,1434
06001403000,CA,Alameda,2788
06001403100,CA,Alameda,2238
06001403300,CA,Alameda,4054
06001403400,CA,Alameda,4146
06001403501,CA,Alameda,4374
06001403502,CA,Alameda,1991
06001403600,CA,Alameda,4482
06001403701,CA,Alameda,2587
06001403702,CA,Alameda,1724
06001403800,CA,Alameda,3461
06001403900,CA,Alameda,3584
06001404000,CA,Alameda,2819
06001404101,CA,Alameda,2929
06001404102,CA,Alameda,2283
06001404200,CA,Alameda,3483
06001404300,CA,Alameda,3218
06001404400,CA,Alameda,5314
06001404501,CA,Alameda,1677
06001404502,CA,Alameda,5784
06001404600,CA,Alameda,4353
06001404700,CA,Alameda,1954
06001404800,CA,Alameda,2684
06001404900,CA,Alameda,4129
06001405000,CA,Alameda,3136
06001405100,CA,Alameda,4197
06001405200,CA,Alameda,4597
06001405301,CA,Alameda,2603
06001405302,CA,Alameda,2530
06001405401,CA,Alameda,3957
06001405402,CA,Alameda,3114
06001405500,CA,Alameda,3643
06001405600,CA,Alameda,3137
06001405700,CA,Alameda,3243
06001405800,CA,Alameda,3965
06001405901,CA,Alameda,3910
06001405902,CA,Alameda,3035
06001406000,CA,Alameda,3450
06001406100,CA,Alameda,4381
06001406201,CA,Alameda,4649
06001406202,CA,Alameda,4718
06001406300,CA,Alameda,4113
06001406400,CA,Alameda,2145
06001406500,CA,Alameda,5930
06001406601,CA,Alameda,4596
06001406602,CA,Alameda,2493
06001406700,CA,Alameda,5048
06001406800,CA,Alameda,3428
06001406900,CA,Alameda,3719
06001407000,CA,Alameda,5885
06001407101,CA,Alameda,3414
06001407102,CA,Alameda,4351
06001407200,CA,Alameda,6746
06001407300,CA,Alameda,2598
06001407400,CA,Alameda,3954
06001407500,CA,Alameda,3931
06001407600,CA,Alameda,6027
06001407700,CA,Alameda,4109
06001407800,CA,Alameda,2425
06001407900,CA,Alameda,2706
06001408000,CA,Alameda,2671
06001408100,CA,Alameda,5991
06001408200,CA,Alameda,4054
06001408300,CA,Alameda,4167
06001408400,CA,Alameda,3323
06001408500,CA,Alameda,4972
06001408600,CA,Alameda,5492
06001408700,CA,Alameda,7207
06001408800,CA,Alameda,5547
06001408900,CA,Alameda,3414
06001409000,CA,Alameda,3552
06001409100,CA,Alameda,2255
06001409200,CA,Alameda,3152
06001409300,CA,Alameda,5229
06001409400,CA,Alameda,4306
06001409500,CA,Alameda,3122
06001409600,CA,Alameda,5063
06001409700,CA,Alameda,4696
06001409800,CA,Alameda,2887
06001409900,CA,Alameda,3308
06001410000,CA,Alameda,2805
06001410100,CA,Alameda,2406
06001410200,CA,Alameda,3062
06001410300,CA,Alameda,3536
06001410400,CA,Alameda,3792
06001410500,CA,Alameda,2193
06001420100,CA,Alameda,2355
06001420200,CA,Alameda,2898
06001420300,CA,Alameda,4571
06001420400,CA,Alameda,3124
06001420500,CA,Alameda,2308
06001420600,CA,Alameda,3283
06001421100,CA,Alameda,1992
06001421200,CA,Alameda,3563
06001421300,CA,Alameda,3844
06001421400,CA,Alameda,1593
06001421500,CA,Alameda,3640
06001421600,CA,Alameda,3558
06001421700,CA,Alameda,3198
06001421800,CA,Alameda,2007
06001421900,CA,Alameda,3632
06001422000,CA,Alameda,1756
06001422100,CA,Alameda,2685
06001422200,CA,Alameda,3144
06001422300,CA,Alameda,3387
06001422400,CA,Alameda,4196
06001422500,CA,Alameda,4658
06001422600,CA,Alameda,1215
06001422700,CA,Alameda,4885
06001422800,CA,Alameda,8368
06001422900,CA,Alameda,4336
06001423000,CA,Alameda,4396
06001423100,CA,Alameda,3964
06001423200,CA,Alameda,2794
06001423300,CA,Alameda,3647
06001423400,CA,Alameda,4685
06001423500,CA,Alameda,3118
06001423601,CA,Alameda,2642
06001423602,CA,Alameda,5659
06001423700,CA,Alameda,3633
06001423800,CA,Alameda,2925
06001423901,CA,Alameda,2020
06001423902,CA,Alameda,1552
06001424001,CA,Alameda,3716
06001424002,CA,Alameda,2172
06001425101,CA,Alameda,1596
06001425102,CA,Alameda,2807
06001425103,CA,Alameda,2502
06001425104,CA,Alameda,3175
06001426100,CA,Alameda,5922
06001426200,CA,Alameda,4745
06001427100,CA,Alameda,3646
06001427200,CA,Alameda,4107
06001427300,CA,Alameda,4896
06001427600,CA,Alameda,4722
06001427700,CA,Alameda,4866
06001427800,CA,Alameda,4640
06001427900,CA,Alameda,4567
06001428000,CA,Alameda,2928
06001428100,CA,Alameda,4651
06001428200,CA,Alameda,6259
06001428301,CA,Alameda,6526
06001428302,CA,Alameda,7074
06001428400,CA,Alameda,4357
06001428500,CA,Alameda,3183
06001428600,CA,Alameda,3271
06001428700,CA,Alameda,4119
06001430101,CA,Alameda,6523
06001430102,CA,Alameda,2285
06001430200,CA,Alameda,6916
06001430300,CA,Alameda,3670
06001430400,CA,Alameda,2046
06001430500,CA,Alameda,6049
06001430600,CA,Alameda,5887
06001430700,CA,Alameda,3814
06001430800,CA,Alameda,5394
06001430900,CA,Alameda,4681
06001431000,CA,Alameda,2714
06001431100,CA,Alameda,3225
06001431200,CA,Alameda,5627
06001432100,CA,Alameda,3770
06001432200,CA,Alameda,4080
06001432300,CA,Alameda,4656
06001432400,CA,Alameda,5814
06001432501,CA,Alameda,4839
06001432502,CA,Alameda,4485
06001432600,CA,Alameda,6842
06001432700,CA,Alameda,2478
06001432800,CA,Alameda,3729
06001433000,CA,Alameda,3832
06001433102,CA,Alameda,3989
06001433103,CA,Alameda,3530
06001433104,CA,Alameda,3760
06001433200,CA,Alameda,6897
06001433300,CA,Alameda,6834
06001433400,CA,Alameda,6305
06001433500,CA,Alameda,4352
06001433600,CA,Alameda,5978
06001433700,CA,Alameda,3182
06001433800,CA,Alameda,7369
06001433900,CA,Alameda,6599
06001434000,CA,Alameda,4884
06001435102,CA,Alameda,5179
06001435103,CA,Alameda,6403
06001435104,CA,Alameda,5216
06001435200,CA,Alameda,4140
06001435300,CA,Alameda,4479
06001435400,CA,Alameda,4503
06001435500,CA,Alameda,3725
06001435601,CA,Alameda,4902
06001435602,CA,Alameda,5329
06001435700,CA,Alameda,4594
06001435800,CA,Alameda,5382
06001435900,CA,Alameda,5073
06001436000,CA,Alameda,4557
06001436100,CA,Alameda,5261
06001436200,CA,Alameda,3827
06001436300,CA,Alameda,7129
06001436401,CA,Alameda,7042
06001436402,CA,Alameda,2618
06001436500,CA,Alameda,4583
06001436601,CA,Alameda,6091
06001436602,CA,Alameda,4571
06001436700,CA,Alameda,3284
06001436800,CA,Alameda,4027
06001436900,CA,Alameda,6724
06001437000,CA,Alameda,3473
06001437101,CA,Alameda,6448
06001437102,CA,Alameda,4251
06001437200,CA,Alameda,6755
06001437300,CA,Alameda,3111
06001437400,CA,Alameda,3408
06001437500,CA,Alameda,4528
06001437600,CA,Alameda,3217
06001437701,CA,Alameda,3649
06001437702,CA,Alameda,4256
06001437800,CA,Alameda,4621
06001437900,CA,Alameda,2338
06001438000,CA,Alameda,3283
06001438100,CA,Alameda,7675
06001438201,CA,Alameda,4540
06001438203,CA,Alameda,3920
06001438204,CA,Alameda,5368
06001438300,CA,Alameda,3731
06001438400,CA,Alameda,2331
06001440100,CA,Alameda,2310
06001440200,CA,Alameda,5989
06001440301,CA,Alameda,7312
06001440304,CA,Alameda,4674
06001440305,CA,Alameda,3883
06001440306,CA,Alameda,3841
06001440307,CA,Alameda,4219
06001440308,CA,Alameda,5883
06001440331,CA,Alameda,3205
06001440332,CA,Alameda,3310
06001440333,CA,Alameda,2839
06001440334,CA,Alameda,4016
06001440335,CA,Alameda,6496
06001440336,CA,Alameda,4459
06001441100,CA,Alameda,4308
06001441200,CA,Alameda,6816
06001441301,CA,Alameda,3179
06001441302,CA,Alameda,5553
06001441401,CA,Alameda,6931
06001441402,CA,Alameda,5233
06001441501,CA,Alameda,6068
06001441503,CA,Alameda,5389
06001441521,CA,Alameda,5869
06001441522,CA,Alameda,4980
06001441523,CA,Alameda,4077
06001441524,CA,Alameda,4010
06001441601,CA,Alameda,4561
06001441602,CA,Alameda,6802
06001441700,CA,Alameda,7436
06001441800,CA,Alameda,6786
06001441921,CA,Alameda,3663
06001441923,CA,Alameda,5605
06001441924,CA,Alameda,7301
06001441925,CA,Alameda,6159
06001441926,CA,Alameda,4080
06001441927,CA,Alameda,4103
06001442000,CA,Alameda,3212
06001442100,CA,Alameda,5166
06001442200,CA,Alameda,6875
06001442301,CA,Alameda,4388
06001442302,CA,Alameda,4788
06001442400,CA,Alameda,6253
06001442500,CA,Alameda,7371
06001442601,CA,Alameda,3844
06001442602,CA,Alameda,5074
06001442700,CA,Alameda,2873
06001442800,CA,Alameda,2816
06001442900,CA,Alameda,7194
06001443001,CA,Alameda,2917
06001443002,CA,Alameda,5918
06001443102,CA,Alameda,4611
06001443103,CA,Alameda,4029
06001443104,CA,Alameda,5558
06001443105,CA,Alameda,4456
06001443200,CA,Alameda,3704
06001443301,CA,Alameda,4074
06001443321,CA,Alameda,3142
06001443322,CA,Alameda,2985
06001444100,CA,Alameda,7280
06001444200,CA,Alameda,6499
06001444301,CA,Alameda,3855
06001444302,CA,Alameda,4354
06001444400,CA,Alameda,5114
06001444500,CA,Alameda,6696
06001444601,CA,Alameda,4761
06001444602,CA,Alameda,4014
06001450101,CA,Alameda,4349
06001450102,CA,Alameda,9434
06001450200,CA,Alameda,4067
06001450300,CA,Alameda,4551
06001450400,CA,Alameda,5968
06001450501,CA,Alameda,3129
06001450502,CA,Alameda,4185
06001450601,CA,Alameda,3379
06001450602,CA,Alameda,8722
06001450603,CA,Alameda,4657
06001450604,CA,Alameda,4796
06001450605,CA,Alameda,3685
06001450606,CA,Alameda,5733
06001450607,CA,Alameda,5251
06001450701,CA,Alameda,8075
06001450741,CA,Alameda,4768
06001450742,CA,Alameda,4576
06001450743,CA,Alameda,4734
06001450744,CA,Alameda,4831
06001450745,CA,Alameda,5956
06001450746,CA,Alameda,3152
06001450750,CA,Alameda,3618
06001450751,CA,Alameda,2115
06001450752,CA,Alameda,5262
06001451101,CA,Alameda,7081
06001451102,CA,Alameda,4011
06001451201,CA,Alameda,6595
06001451202,CA,Alameda,3634
06001451300,CA,Alameda,6560
06001451401,CA,Alameda,5850
06001451403,CA,Alameda,2220
06001451404,CA,Alameda,6610
06001451501,CA,Alameda,4668
06001451503,CA,Alameda,5660
06001451504,CA,Alameda,1509
06001451505,CA,Alameda,3337
06001451506,CA,Alameda,3138
06001451601,CA,Alameda,4617
06001451602,CA,Alameda,6224
06001451701,CA,Alameda,3102
06001451703,CA,Alameda,3859
06001451704,CA,Alameda,4449
06001981900,CA,Alameda,38
06001982000,CA,Alameda,71
06001983200,CA,Alameda,540
06003010000,CA,Alpine,1175
06005000101,CA,Amador,3907
06005000102,CA,Amador,1867
